u,v,osmid,highway,maxspeed,name,oneway,length,geometry,lanes
16573536,6548275194,253079137,tertiary,,Poplar Way,FALSE,245.51728,"LINESTRING (-0.4108992 51.4380953, -0.4107528 51.4380084, -0.4105816 51.4379243, -0.41033 51.4378181, -0.4100669 51.4377242, -0.4097768 51.437659, -0.4086247 51.4374192, -0.4080817 51.4373054, -0.407685 51.4372213)",
107324,5877163201,59207650,residential,20 mph,Soho Street,FALSE,53.86072713,"LINESTRING (-0.1324402 51.5156469, -0.1324897 51.5157199, -0.1327431 51.5160931)",
94908174,94908171,10698139,residential,20 mph,Peterstone Road,FALSE,44.10098916,"LINESTRING (0.1133575 51.4960936, 0.113444 51.495984, 0.1135515 51.4958465, 0.1136383 51.4957376)",
25878756,26199469,891932104,residential,20 mph,Dalmeny Road,FALSE,71.69182295,"LINESTRING (-0.1302061 51.556685, -0.1300923 51.5561715, -0.1300645 51.5560463)",
26447495,26447427,4345559,residential,,Melford Road,TRUE,110.9743698,"LINESTRING (0.0867907 51.5599892, 0.0872183 51.5591846, 0.0872358 51.5590824, 0.087232 51.5590346)",
83620795,83621032,10136163,residential,20 mph,Haimo Road,FALSE,176.0160204,"LINESTRING (0.041814 51.4543645, 0.041487 51.4546405, 0.0411178 51.4548538, 0.0409501 51.45495, 0.0401545 51.4554119, 0.0401032 51.4554417, 0.0400294 51.4554845)",
12100828702,12108074270,1307472923,tertiary_link,20 mph,Burnt Ash Hill,TRUE,10.6884433,"LINESTRING (0.0148614 51.4462764, 0.0148402 51.4462489, 0.0148309 51.4462286, 0.0148265 51.4462115, 0.0148369 51.4461851)",1
287619,20984879,"[619050992, 619049906, 156980686]",primary,30 mph,Sipson Road,FALSE,35.99050728,"LINESTRING (-0.4497996 51.4813494, -0.4497478 51.4814664, -0.4497225 51.4815095, -0.4496805 51.4815862, -0.4496527 51.4816442, -0.4496439 51.481658)",
26480174,21309551,4348735,residential,20 mph,Muncaster Road,FALSE,207.8462906,"LINESTRING (-0.1582217 51.4565855, -0.1582447 51.4566143, -0.158249 51.4566256, -0.1583438 51.4568761, -0.1585177 51.4573292, -0.1585543 51.4574247, -0.1587973 51.4580628, -0.1588504 51.4582066, -0.1589118 51.458368, -0.1589247 51.4584018)",
18237725,18237701,8128540,residential,20 mph,Chartfield Avenue,FALSE,169.7469361,"LINESTRING (-0.2335526 51.4570177, -0.2331014 51.4570476, -0.2315992 51.4571494, -0.231116 51.4571765)",
173019231,25583083,585989234,tertiary,,Grove Road,FALSE,59.51579867,"LINESTRING (0.1207108 51.5741796, 0.1209168 51.5746993)",
70723150,287458737,5198599,residential,20 mph,Champion Hill,FALSE,55.13498153,"LINESTRING (-0.0849704 51.4644711, -0.0850475 51.4644367, -0.0852124 51.464361, -0.0855711 51.4641965, -0.0856078 51.4641746)",
230096185,336056435,21396739,residential,20 mph,Forest Side,FALSE,134.0309205,"LINESTRING (0.016939 51.6290821, 0.0169545 51.629032, 0.0171265 51.6285627, 0.0174173 51.6279143)",
251613337,10679280766,1147747766,residential,,Garman Close,FALSE,6.752891947,"LINESTRING (-0.0811899 51.612717, -0.0810979 51.6127376)",
606118485,606118466,47630753,residential,,Drakes Drive,FALSE,108.9488876,"LINESTRING (-0.4454232 51.6051986, -0.4456441 51.6051598, -0.4460379 51.6051134, -0.4469316 51.6053083)",
82608968,96769567,380023435,tertiary,,Featherbed Lane,FALSE,8.575677675,"LINESTRING (-0.0351409 51.3479338, -0.0352258 51.3479898)",
70788143,70788142,"[971143907, 971143908, 9354230]",residential,20 mph,Chequer Street,FALSE,54.86427889,"LINESTRING (-0.0908 51.5234713, -0.0902593 51.5235953, -0.0902232 51.5236035, -0.0900559 51.5236419)",
181845781,155318,"[22597484, 1064384181]",primary,20 mph,Kentish Town Road,FALSE,37.47576835,"LINESTRING (-0.1407186 51.551221, -0.1406676 51.5510839, -0.1406632 51.5510516, -0.14066 51.5510377, -0.1406598 51.5509995, -0.140674 51.5508882)","['3', '2']"
251671275,251671272,26584813,residential,20 mph,Nicola Close,FALSE,132.1637105,"LINESTRING (-0.1029282 51.3571076, -0.1029099 51.3565612, -0.102661 51.3564326, -0.1019572 51.3564058)",
18235116,18235113,3677751,residential,20 mph,Woodthorpe Road,FALSE,132.3582542,"LINESTRING (-0.2333314 51.4615305, -0.2325042 51.4616355, -0.2322881 51.4616686, -0.2321887 51.4616786, -0.2319629 51.4616742, -0.2314981 51.4616659, -0.231446 51.4616639)",
25258021,25258020,4253451,residential,20 mph,South Street,FALSE,50.05304965,"LINESTRING (-0.1526029 51.5081669, -0.1532986 51.5080439)",
35133771,35133763,"[226413179, 35043319, 35043343]",tertiary,20 mph,Bridge Road,FALSE,373.1242312,"LINESTRING (0.185684 51.4684779, 0.1859194 51.4685717, 0.1862386 51.4686827, 0.1866275 51.4688247, 0.1868837 51.4689169, 0.1875933 51.4691722, 0.1880823 51.4693482, 0.1892159 51.469749, 0.1894661 51.4698471, 0.1896253 51.4699271, 0.1898173 51.4700421, 0.1899933 51.4701853, 0.1901144 51.4703225)",
26479951,26479947,4348728,residential,20 mph,Webb's Road,FALSE,57.78481327,"LINESTRING (-0.163477 51.4581303, -0.163561 51.4583034, -0.1636373 51.458448, -0.1636945 51.4585358, -0.1637622 51.4586174)",
126492482,126492491,13710530,residential,20 mph,Longstone Road,FALSE,192.13711,"LINESTRING (-0.1486284 51.4241029, -0.1486833 51.424125, -0.1487186 51.4241432, -0.1487547 51.4241705, -0.1490551 51.4244386, -0.1501876 51.4251983, -0.1503744 51.4253301, -0.150408 51.4253466, -0.1504501 51.4253521, -0.1504967 51.4253577)",
151022191,151022191,1349103841,residential,20 mph,Avenue Gardens,FALSE,40.15839309,"LINESTRING (-0.4095335 51.4823845, -0.4095199 51.4823666, -0.4094973 51.4823527, -0.4094685 51.4823443, -0.4094369 51.4823424, -0.4094061 51.4823473, -0.4093798 51.4823584, -0.409361 51.4823744, -0.4093521 51.4823934, -0.4093539 51.4824132, -0.4093651 51.4824301, -0.4093842 51.482444, -0.4094093 51.4824535, -0.409438 51.4824576, -0.4094672 51.4824559, -0.4094942 51.4824486, -0.4095161 51.4824364, -0.4095308 51.4824206, -0.4095368 51.4824027, -0.4095335 51.4823845)",
36727865,36728224,5227801,residential,,Jenton Avenue,FALSE,291.9814027,"LINESTRING (0.1338696 51.4676177, 0.1306565 51.4681539, 0.1301813 51.4682265, 0.1297858 51.4682616)",
5224240248,5224240247,73428031,trunk,30 mph,Lyttelton Road,TRUE,32.04716108,"LINESTRING (-0.1791638 51.5854685, -0.1793773 51.5854488, -0.1796209 51.5854777)",2
5198900138,5199118950,536751561,residential,20 mph,Cheyne Walk,TRUE,20.8048161,"LINESTRING (-0.1666549 51.4836308, -0.1666873 51.4835872, -0.1666934 51.4835706, -0.1666932 51.4835525, -0.1666648 51.4835118, -0.1665913 51.4834737)",
515241582,515241591,52253634,residential,20 mph,Beacons Close,FALSE,23.38581581,"LINESTRING (0.0494648 51.516004, 0.0494412 51.5157942)",
270755492,1860700582,"[175490280, 226076919]",unclassified,,,TRUE,18.66712337,"LINESTRING (-0.2390405 51.4912835, -0.2391297 51.4912465, -0.2391914 51.4912042, -0.2392097 51.4911617)",
229738916,229738798,21359594,residential,20 mph,Telegraph Place,FALSE,68.06379857,"LINESTRING (-0.0192615 51.4924268, -0.0192956 51.4922351, -0.0193381 51.4919957, -0.0193696 51.4918184)",
25305572,28699095,"[1200727273, 1200727274, 1200727275, 1200727276]",trunk,20 mph,Grosvenor Road,FALSE,55.61113388,"LINESTRING (-0.1328495 51.4860185, -0.1330121 51.4859889, -0.1330631 51.4859791, -0.1331241 51.4859675, -0.1332263 51.4859479, -0.1335568 51.485887, -0.1336191 51.4858755)",2
43460931,94948084,10699610,residential,,Hill Crest Road,FALSE,87.12785928,"LINESTRING (0.0331098 51.3158544, 0.0324696 51.3156119, 0.0321648 51.3153602)",
31070164,25879256,4831421,residential,,Kirby Close,FALSE,125.3941372,"LINESTRING (0.2400105 51.6056606, 0.2394366 51.6057819, 0.2393069 51.6058035, 0.2391916 51.6058367, 0.2390676 51.6058839, 0.2389519 51.6059506, 0.238873 51.6060071, 0.2387982 51.6060793, 0.2386589 51.606303)",
251781838,251781840,23265602,residential,20 mph,Chichester Drive,FALSE,108.6341567,"LINESTRING (-0.1266048 51.3347249, -0.1274889 51.3342476, -0.1276691 51.3340278)",
2518753845,32923087,243509605,primary,30 mph,,TRUE,62.8985911,"LINESTRING (0.0684708 51.5366716, 0.0685424 51.5367501, 0.0685953 51.5368082, 0.0686975 51.5369241, 0.0688113 51.5370101, 0.0688937 51.5370446, 0.0689678 51.5370606, 0.0690536 51.5370716)",3
94932361,94932322,1174756924,residential,20 mph,Tugboat Street,FALSE,14.44621375,"LINESTRING (0.0886055 51.4986817, 0.088402 51.4987105)",
27150378,27150379,4429797,residential,20 mph,Trinity Road,FALSE,52.17135248,"LINESTRING (-0.1969642 51.4214413, -0.1968803 51.421056, -0.1968551 51.4209772)",
96149370,99305987,10817704,residential,20 mph,Wadley Road,FALSE,94.21025117,"LINESTRING (0.0073311 51.5734069, 0.0076269 51.5735098, 0.0080093 51.5736429, 0.0085071 51.573835)",
31912140,31912142,39518044,residential,,Grennell Road,FALSE,112.7379609,"LINESTRING (-0.1842518 51.3754142, -0.1842278 51.3755059, -0.1842056 51.37562, -0.1841998 51.3757821, -0.18421 51.3759583, -0.1842473 51.3761154, -0.1842916 51.3763016, -0.18433 51.3764197)",
66343136,406271,1351116392,residential,20 mph,Highbury Grange,FALSE,74.73375797,"LINESTRING (-0.0939039 51.5548898, -0.0949848 51.5548834)",2
135727244,135727392,14194413,residential,20 mph,Pickering Gardens,FALSE,22.51623855,"LINESTRING (-0.0758024 51.389825, -0.075745 51.3900243)",
5395600353,5398777728,559422869,unclassified,,,FALSE,60.37559422,"LINESTRING (0.1808074 51.5926184, 0.1805518 51.5923939, 0.180883 51.5922222)",
626608,21575204,4624591,residential,20 mph,Pontefract Road,FALSE,180.6873102,"LINESTRING (0.0140537 51.4243082, 0.0133303 51.4243077, 0.0130406 51.4242274, 0.0127188 51.4240869, 0.012236 51.4239063, 0.0116995 51.4237257)",
100431199,100430420,11299193,residential,,Northumberland Avenue,FALSE,347.946651,"LINESTRING (0.0342712 51.5651273, 0.0345906 51.5651629, 0.0347614 51.5651839, 0.0349277 51.5652119, 0.0357043 51.5653695, 0.0358786 51.5653998, 0.0360435 51.5654265, 0.0363721 51.5654582, 0.036702 51.5654773, 0.0368882 51.5654814, 0.0370199 51.5654795, 0.03739 51.565474, 0.0378889 51.565444, 0.0380732 51.5654261, 0.0383895 51.5653939, 0.0387137 51.5653506, 0.0392008 51.5652735)",
1451310069,98160787,511789327,tertiary,20 mph,South Grove,FALSE,9.538893812,"LINESTRING (-0.1481911 51.5706341, -0.1483137 51.5705947)",
128134843,700956940,24299870,primary,30 mph,Beulah Hill,FALSE,134.9355665,"LINESTRING (-0.1031125 51.4186916, -0.1030058 51.4186757, -0.1025099 51.4186019, -0.1019967 51.4185256, -0.101234 51.4183776)",
24972543,24972541,4296175,residential,20 mph,Exeter Road,FALSE,61.41116132,"LINESTRING (-0.0492852 51.6270006, -0.0492159 51.6273126, -0.0491923 51.6274186, -0.0491636 51.6275477)",
180527698,6275529421,670115388,residential,20 mph,Stamford Road,FALSE,6.105922602,"LINESTRING (0.1155886 51.5361551, 0.115673 51.5361712)",
195722,2449165890,236957435,tertiary,20 mph,Tufnell Park Road,FALSE,6.624527692,"LINESTRING (-0.1342993 51.5572218, -0.1343944 51.5572145)",2
6292139551,6292139550,671926103,residential,,Poppy Close,FALSE,14.07188029,"LINESTRING (-0.1784343 51.644061, -0.1782405 51.6440216)",
35788552,35788557,5154333,residential,,Little Bornes,FALSE,67.65058615,"LINESTRING (-0.0855987 51.4302093, -0.0855003 51.430209, -0.0848933 51.4302561, -0.0846296 51.4302766)",
177673407,177673283,17108270,residential,,,FALSE,14.11161826,"LINESTRING (0.1583681 51.5409882, 0.1584196 51.5408654)",
11447333424,90405503,551183095,residential,,Baker Road,FALSE,61.54768018,"LINESTRING (0.0473804 51.4737179, 0.0473623 51.4738239, 0.04737 51.4739233, 0.0473921 51.4739977, 0.0474211 51.4740616, 0.0474527 51.4741193, 0.0475033 51.4741883, 0.0475581 51.4742477)",
91589148,91589154,"[984858115, 298871587]",residential,,"['Leda Road', 'Maud Cashmore Way']",FALSE,206.4278121,"LINESTRING (0.0571007 51.4941166, 0.0570906 51.4938067, 0.0570681 51.4937674, 0.057061 51.4937602, 0.0570385 51.4937374, 0.0569968 51.4937221, 0.0569244 51.4936929, 0.0569 51.4936842, 0.0568473 51.4936646, 0.056813 51.4936435, 0.0567977 51.4936242, 0.0567578 51.493574, 0.0567451 51.493533, 0.0567331 51.4933446, 0.0567264 51.4932382, 0.0567106 51.4932046, 0.0566554 51.4931899, 0.0565011 51.493171, 0.056237 51.4931387, 0.0556301 51.4930647, 0.0553746 51.4930304)",2
248957014,248956703,23070474,residential,,Hoppner Road,FALSE,95.10260183,"LINESTRING (-0.4370488 51.5364904, -0.4370575 51.5365787, -0.4371066 51.5367723, -0.4371116 51.5369468, -0.4371565 51.5370962, -0.4371519 51.5371767, -0.4371948 51.5372514, -0.4371519 51.5373315)",
843588198,519091,198659973,primary,20 mph,High Road,TRUE,45.8126495,"LINESTRING (-0.2283767 51.5472329, -0.2287964 51.5471453, -0.2288157 51.547143, -0.2290122 51.5471193)",
746654341,11983094326,1292644118,residential,,Maiden Way,FALSE,39.25457983,"LINESTRING (0.1872636 51.5198357, 0.1871921 51.5197145, 0.1870843 51.5196033, 0.1869888 51.5195304)",
879609364,879609347,74432042,residential,,Hindhead Gardens,FALSE,22.52039001,"LINESTRING (-0.3837891 51.5410748, -0.3839768 51.5412403)",
1100867064,1100867069,170335501,tertiary,30 mph,Dennis Lane,FALSE,107.3115248,"LINESTRING (-0.3091838 51.6197523, -0.3090429 51.6196404, -0.3086373 51.6192896, -0.3085151 51.619137, -0.3083568 51.6189393)",
1267122880,94157737,"[289046693, 379935286, 273858623]",tertiary,,Featherbed Lane,FALSE,1083.88677,"LINESTRING (-0.0338569 51.3472025, -0.0333209 51.3469316, -0.032579 51.346568, -0.0321947 51.3463539, -0.0313161 51.3457565, -0.0303035 51.3449742, -0.0295486 51.3444833, -0.0289239 51.3440819, -0.0284253 51.3437071, -0.0280062 51.3433301, -0.0269059 51.3422713, -0.0265351 51.3419476, -0.025696 51.3413399, -0.0247986 51.3406836, -0.0242661 51.3403913, -0.0238633 51.3401556, -0.0238283 51.3401328, -0.0237908 51.34011, -0.0235378 51.3399507)",2
25895986,25895988,4854825,tertiary,,Upper Brentwood Road,FALSE,129.4552786,"LINESTRING (0.2112949 51.5888471, 0.2116004 51.5896224, 0.2117077 51.5899823)",
5220734626,5220734627,"[1155848449, 1155848450]",trunk,30 mph,Falloden Way,FALSE,96.94189106,"LINESTRING (-0.1870797 51.5863193, -0.1872129 51.5863342, -0.1875248 51.586369, -0.1882622 51.5864512, -0.1884606 51.5864739)","['3', '2']"
3834565,250290412,"[702847569, 23160249]",residential,,Turkey Street,TRUE,39.55995595,"LINESTRING (-0.0528782 51.6730798, -0.0532073 51.6730629, -0.0532302 51.6730617, -0.0533206 51.6730302, -0.0534089 51.6729828)",
25500623,107884,4255963,unclassified,20 mph,Cromer Street,FALSE,200.2371367,"LINESTRING (-0.1220261 51.5278531, -0.1215172 51.5279496, -0.1214082 51.5279698, -0.1204433 51.5281478, -0.1199941 51.5282292, -0.1195131 51.5283183, -0.1192525 51.5283681)",
2875513640,36238385,283718468,tertiary,,Yarnton Way,TRUE,10.7480661,"LINESTRING (0.1383444 51.4938121, 0.1383137 51.4937916, 0.1382647 51.4937759, 0.1382098 51.4937728)",
33965522,1672038162,5052099,residential,20 mph,Hessel Road,FALSE,12.63428443,"LINESTRING (-0.3221037 51.5047602, -0.3219476 51.5048191)",
214210,265271393,8124690,tertiary,30 mph,Brunswick Park Road,FALSE,159.0722245,"LINESTRING (-0.1486767 51.6272402, -0.1487907 51.6275162, -0.1489455 51.6280085, -0.149025 51.6281985, -0.1490988 51.6283464, -0.1492384 51.6286262)",
35962776,35962786,5172629,residential,,Cumberland Avenue,FALSE,83.68815593,"LINESTRING (0.0936103 51.4582219, 0.0939773 51.4580078, 0.0945049 51.4577163)",
27076842,1493657005,24230346,tertiary,,Mulgrave Road,FALSE,5.275180519,"LINESTRING (-0.1934357 51.3585042, -0.19351 51.3584943)",
11591199746,107609,"[1238503064, 244541419, 1238503060]",trunk,20 mph,Commercial Road,TRUE,39.24309716,"LINESTRING (-0.0660856 51.5148349, -0.0659565 51.514869, -0.0658911 51.5148681, -0.0657268 51.5148658, -0.0655422 51.5148228)","['3', '2']"
262374843,5344200991,"[553673731, 375239079]",unclassified,20 mph,Bazely Street,TRUE,158.7395274,"LINESTRING (-0.0108797 51.5098902, -0.0109431 51.510147, -0.0110757 51.5106048, -0.0111521 51.5108686, -0.0111605 51.5108951, -0.0112166 51.5110711, -0.0112717 51.5112966)",1
43391331,243034899,"[109034696, 941627778, 294198484, 109034695]",primary,"['30 mph', '20 mph']",Mitcham Road,FALSE,78.8859744,"LINESTRING (-0.1614383 51.4201202, -0.1615446 51.4199316, -0.1615837 51.4198737, -0.1616489 51.4197734, -0.1617501 51.4195839, -0.1618129 51.4194508)",
26594444,27511125,4595102,residential,20 mph,Lucan Place,FALSE,37.31210406,"LINESTRING (-0.1666128 51.4916714, -0.1669814 51.4919162)",
128073216,128137990,"[25210649, 38246930]",primary,20 mph,"['Crown Lane', 'Streatham Common North']",FALSE,226.2199407,"LINESTRING (-0.1145199 51.4234908, -0.1142266 51.423441, -0.1141634 51.4234333, -0.1137798 51.42337, -0.1134971 51.4233195, -0.1131975 51.4232736, -0.113099 51.4232608, -0.1128534 51.4232462, -0.1128304 51.4232449, -0.1126828 51.4232361, -0.112529 51.4232235, -0.112474 51.423219, -0.1120101 51.4231946, -0.1119714 51.4231925, -0.1117777 51.423182, -0.1113127 51.4231569)",2
2444666881,14475078,"[761308417, 54426479]",residential,20 mph,Elmira Street,FALSE,36.58780931,"LINESTRING (-0.0167718 51.4621216, -0.0167057 51.4621589, -0.0163517 51.4623206)",
244452,25424769,"[768530269, 8363158]",residential,30 mph,Mowbray Road,FALSE,348.2414976,"LINESTRING (-0.2760609 51.6212259, -0.2760463 51.621158, -0.2755839 51.6193271, -0.2755935 51.6192236, -0.275682 51.6191443, -0.2772911 51.6189969)",
3834567,3834565,286004103,residential,,Turkey Street,FALSE,93.9084444,"LINESTRING (-0.0515251 51.6730003, -0.0518229 51.6730253, -0.0524426 51.6730356, -0.0526571 51.6730571, -0.0528782 51.6730798)",
27476014,25444303,4482524,residential,20 mph,The Park,FALSE,109.6014488,"LINESTRING (-0.3015415 51.5079175, -0.3004631 51.5080613, -0.3000449 51.5081171, -0.299993 51.508124)",
27076001,27075999,6059684,residential,,Hexham Road,FALSE,62.43555553,"LINESTRING (-0.196294 51.3836614, -0.1970824 51.3833909)",
140037680,140037812,14371831,residential,,Ridley Road,FALSE,15.47829032,"LINESTRING (0.01197 51.4008853, 0.0121786 51.4008359)",
177670501,177668214,17107803,residential,,Manning Road,FALSE,190.272358,"LINESTRING (0.1506292 51.5393068, 0.1506465 51.5389141, 0.1507578 51.5388748, 0.1508122 51.5388645, 0.1515212 51.5387308, 0.1517194 51.5386311, 0.1522773 51.5381614)",
25947612,25947610,4295951,residential,,Thornton Avenue,FALSE,21.50507046,"LINESTRING (-0.460315 51.5013244, -0.4601453 51.5011624)",
5630841552,4356572322,"[674823275, 589665716]",primary,20 mph,High Holborn,TRUE,27.69823019,"LINESTRING (-0.1258352 51.5158705, -0.1258747 51.5158386, -0.1260395 51.5157995, -0.1260819 51.5157893, -0.1261893 51.515766)",2
6292990888,6292990889,672003156,residential,,,FALSE,49.74278521,"LINESTRING (0.1191593 51.573657, 0.1198788 51.5736446)",
1713286202,23709110,24552092,residential,30 mph,Parkside Gardens,FALSE,74.09932047,"LINESTRING (-0.1480799 51.6361036, -0.1478324 51.6361951, -0.1475945 51.6362831, -0.1472583 51.6364023, -0.1471414 51.6364228)",
5047104397,5047104400,"[517119425, 517119410]",primary,30 mph,The Broadway,TRUE,37.01517741,"LINESTRING (-0.3086001 51.6178754, -0.3085791 51.6179235, -0.3083638 51.617974, -0.3082937 51.6179904, -0.3082298 51.6180065, -0.3081532 51.6179886)",
894727996,26983447,75795811,primary,30 mph,London Road,FALSE,100.2164921,"LINESTRING (-0.3018785 51.6201368, -0.3004758 51.6203688)",2
299299,1569013582,763392451,trunk,30 mph,Roehampton Lane,FALSE,165.2771946,"LINESTRING (-0.2433632 51.4513593, -0.2435142 51.451486, -0.2436513 51.4516204, -0.2437715 51.4517749, -0.2438005 51.4518302, -0.2438608 51.4519449, -0.2438932 51.4520274, -0.2439163 51.4521129, -0.2439378 51.4522252, -0.2439486 51.4523346, -0.2439392 51.4524648, -0.2439357 51.4525122, -0.2439332 51.4525468, -0.2438848 51.4527566)",2
15022282,15022280,3142755,residential,30 mph,Salcombe Gardens,FALSE,48.9610075,"LINESTRING (-0.2205851 51.6102678, -0.2202933 51.6106691)",
94949269,94949273,38067192,residential,30 mph,Norheads Lane,FALSE,197.22387,"LINESTRING (0.0274762 51.314575, 0.0276662 51.3144374, 0.0280964 51.3137937, 0.0283937 51.3135672, 0.0284348 51.3135333, 0.0286961 51.3134276, 0.0291882 51.3132325)",
154170799,2138035429,15483118,residential,20 mph,Walmer Road,FALSE,41.98330122,"LINESTRING (-0.2120153 51.5115459, -0.2121377 51.5119157)",
11883375994,258671613,23866311,residential,,Dominion Court,FALSE,79.31144385,"LINESTRING (-0.3525308 51.4711067, -0.3525184 51.4710774, -0.3524775 51.4709945, -0.3523534 51.470794, -0.3522354 51.4706565, -0.3518976 51.4707374)",
10613082438,248882072,1138532785,residential,,,FALSE,40.36754305,"LINESTRING (0.0316859 51.5960136, 0.0320392 51.5959626, 0.0320955 51.5960958)",
1108416270,1108416265,24765999,residential,,Hulverstone Close,FALSE,124.9047812,"LINESTRING (-0.1969897 51.3465104, -0.1969893 51.3464236, -0.1969857 51.3463913, -0.1973863 51.3463842, -0.1973841 51.3465213, -0.1973723 51.3469246, -0.1972751 51.3471291)",
12630886,249595566,"[528557757, 38068215]",primary,40 mph,Court Road,FALSE,41.32781352,"LINESTRING (0.1141602 51.3629987, 0.1138048 51.3631941, 0.1137168 51.3632466)",2
6824098944,1676542719,728216075,unclassified,,Stour Road,TRUE,74.55230461,"LINESTRING (0.1518296 51.5597188, 0.152908 51.5597131)",
419858319,34104291,23607382,residential,20 mph,Rushmore Road,FALSE,86.03379327,"LINESTRING (-0.0458809 51.5543165, -0.0460752 51.5543301, -0.0461412 51.5543238, -0.0468267 51.5542363, -0.0470265 51.5542108, -0.0471044 51.5542058)",
38456693,12222958588,"[1320804974, 1320804959]",secondary,30 mph,Downhills Way,TRUE,7.967220836,"LINESTRING (-0.091971 51.5980651, -0.0919693 51.5980348, -0.0919597 51.5979939)",1
185638012,2188424115,17928439,unclassified,,Appleton Way,FALSE,69.44316826,"LINESTRING (0.2199718 51.5611428, 0.2202071 51.5610181, 0.2202896 51.5609743, 0.2204008 51.5609232, 0.2204814 51.560899, 0.2208228 51.5608298)",
1757355248,1757355252,164076154,residential,20 mph,Park Place,FALSE,58.99131761,"LINESTRING (-0.3598009 51.4236249, -0.3606401 51.4237122)",2
380748126,380747653,6629470,residential,30 mph,Wessex Drive,FALSE,69.30746531,"LINESTRING (-0.3794114 51.6082015, -0.3796342 51.6086177, -0.379771 51.6087817)",
256302090,297866538,762111119,unclassified,,,FALSE,10.65941791,"LINESTRING (-0.3986792 51.5563776, -0.3987481 51.5564142, -0.3988009 51.5564362)",
244737053,2837600020,22781191,residential,,Hampden Road,FALSE,78.96592508,"LINESTRING (0.1625498 51.6003028, 0.1631366 51.600176, 0.163197 51.6001579, 0.163633 51.6000772)",
196767,196768,2936462,residential,30 mph,Park View Road,FALSE,106.558669,"LINESTRING (-0.1843914 51.601855, -0.1833902 51.6023411, -0.1831892 51.602455)",
621406460,621406453,48968350,residential,30 mph,Ireton Close,FALSE,22.50348104,"LINESTRING (-0.1480713 51.6060188, -0.1478833 51.6061841)",
90452539,90448519,98222517,primary,20 mph,Kensington Church Street,FALSE,12.00957144,"LINESTRING (-0.1949726 51.5080853, -0.1949428 51.5079789)",2
169637368,169665625,22337647,tertiary,20 mph,Tollgate Road,FALSE,54.08019511,"LINESTRING (0.0489292 51.5163421, 0.0482335 51.5163733, 0.0481495 51.5163751)",2
88266348,25903644,10374773,unclassified,20 mph,Messeter Place,FALSE,112.082553,"LINESTRING (0.0588983 51.4500247, 0.0597359 51.4500685, 0.0601725 51.4500979, 0.0605083 51.4501205)",
305082257,305081777,1001270435,secondary,20 mph,Fitzjohn's Avenue,FALSE,77.04801702,"LINESTRING (-0.1779763 51.554885, -0.177964 51.554874, -0.1773401 51.5543161)",2
2138107706,2138107703,203815014,residential,,St Mark's Close,FALSE,40.83488614,"LINESTRING (-0.3175677 51.5747527, -0.3175889 51.5743857)",
126497122,126497464,23003349,residential,20 mph,Penwortham Road,FALSE,28.38880864,"LINESTRING (-0.1449718 51.42289, -0.1452433 51.4226989)",
26982962,26982960,4410083,residential,30 mph,Brockley Close,FALSE,47.94579878,"LINESTRING (-0.2946245 51.6192303, -0.2939423 51.619311)",
248951202,248951199,23070035,residential,,Churchill Mews,FALSE,122.3549428,"LINESTRING (0.0173084 51.606227, 0.0180766 51.6059817, 0.0181196 51.605955, 0.0181452 51.6059391, 0.0181452 51.6059248, 0.0181452 51.6059071, 0.0181109 51.6058485, 0.0180366 51.6057411, 0.0180195 51.6056878, 0.0180452 51.6056185, 0.0182628 51.6055205)",
82627425,6944308410,10055141,residential,,Camden Road,TRUE,63.24271469,"LINESTRING (-0.1964566 51.3627976, -0.1972483 51.3627983, -0.1973675 51.3627984)",
139679713,6484459828,"[14363401, 1332442035]",residential,20 mph,Langley Avenue,FALSE,180.4096424,"LINESTRING (-0.3026805 51.3854769, -0.3025716 51.385556, -0.3015027 51.3863805, -0.3014252 51.3864466, -0.3013346 51.3865187, -0.3011076 51.3866674, -0.3010243 51.3867265)",
12544212695,25948162,4295997,residential,20 mph,Priory Way,FALSE,37.48870746,"LINESTRING (-0.4727154 51.4895802, -0.4726996 51.4892432)",
684494694,7824436377,54445561,residential,20 mph,Belsize Place,FALSE,20.19598639,"LINESTRING (-0.1713725 51.549734, -0.1711459 51.5496194)",
27076512,27076515,24531472,residential,,Orchard Road,FALSE,222.4313514,"LINESTRING (-0.1989787 51.3663616, -0.1997478 51.3661517, -0.200846 51.3656317, -0.2015777 51.3652188)",
1889845578,196836,23444177,residential,30 mph,Tewkesbury Close,FALSE,53.77598481,"LINESTRING (-0.171849 51.6491319, -0.1719838 51.6491552, -0.17204 51.64916, -0.1722324 51.6491764, -0.1722914 51.6491723, -0.1726185 51.6491493)",
81607987,81608021,9941383,residential,,Clarence Road,FALSE,63.3954276,"LINESTRING (0.0409003 51.3980385, 0.0410214 51.3976843, 0.0410923 51.3974811)",
23864286,23864345,838806934,residential,20 mph,Chatham Road,FALSE,68.59360321,"LINESTRING (-0.2893096 51.4101897, -0.2892843 51.4102615, -0.2892562 51.4103015, -0.2892208 51.4103371, -0.289166 51.4103786, -0.2890992 51.410419, -0.288723 51.4106085, -0.2886642 51.4106335)",
21642827,21642828,1010217703,residential,20 mph,Weymouth Close,FALSE,33.20347903,"LINESTRING (0.0695273 51.5117402, 0.0695738 51.5120374)",
